"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-02-18",,,"0.81","0.0","0.0","66","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-02-19",,,"0.06","0.0","0.0","67","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-02-20",,,"0.00","0.0","0.0","70","51"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-02-21",,,"0.00","0.0","0.0","77","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-02-22",,,"0.00","0.0","0.0","77","56"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-02-23",,,"0.00","0.0","0.0","64","49"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-02-24",,,"0.00","0.0","0.0","64","44"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-02-25",,,"0.00","0.0","0.0","68","41"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-02-26",,,"0.00","0.0","0.0","68","51"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-02-27",,,"0.30","0.0","0.0","63","50"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-02-28",,,"0.03","0.0","0.0","67","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-01",,,"0.00","0.0","0.0","71","47"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-02",,,"0.00","0.0","0.0","74","48"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-03",,,"0.00","0.0","0.0","80","55"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-04",,,"0.00","0.0","0.0","79","50"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-05",,,"0.00","0.0","0.0","69","56"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-06",,,"0.00","0.0","0.0","67","48"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-07",,,"0.00","0.0","0.0","74","46"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-08",,,"0.00","0.0","0.0","82","50"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-09",,,"0.00","0.0","0.0","87","51"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-10",,,"0.00","0.0","0.0","89","52"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-11",,,"0.00","0.0","0.0","91","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-12",,,"0.00","0.0","0.0","92","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-13",,,"0.00","0.0","0.0","94","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-14",,,"0.00","0.0","0.0","95","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-15",,,"0.00","0.0","0.0","93","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-16",,,"0.00","0.0","0.0","95","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-17",,,"0.00","0.0","0.0","95","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-18",,,"0.00","0.0","0.0","97","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-19",,,"0.00","0.0","0.0","97","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-20",,,"0.00","0.0","0.0","95","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-21",,,"0.00","0.0","0.0","87","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-22",,,"0.07","0.0","0.0","82","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-23",,,"0.00","0.0","0.0","75","55"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-24",,,"0.00","0.0","0.0","81","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-25",,,"0.00","0.0","0.0","83","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-26",,,"0.00","0.0","0.0","84","56"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-27",,,"0.00","0.0","0.0","81","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-28",,,"0.00","0.0","0.0","81","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-29",,,"0.00","0.0","0.0","87","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-30",,,"0.00","0.0","0.0","91","54"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-03-31",,,"0.00","0.0","0.0","75","56"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-01",,,"0.00","0.0","0.0","81","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-02",,,"0.00","0.0","0.0","87","54"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-03",,,"0.00","0.0","0.0","87","56"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-04",,,"0.00","0.0","0.0","84","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-05",,,"0.00","0.0","0.0","88","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-06",,,"0.00","0.0","0.0","93","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-07",,,"0.00","0.0","0.0","93","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-08",,,"0.00","0.0","0.0","85","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-09",,,"0.00","0.0","0.0","80","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-10",,,"0.00","0.0","0.0","85","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-11",,,"0.00","0.0","0.0","89","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-12",,,"0.00","0.0","0.0","93","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-13",,,"0.00","0.0","0.0","90","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-14",,,"0.00","0.0","0.0","84","56"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-15",,,"0.00","0.0","0.0","90","55"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-16",,,"0.00","0.0","0.0","92","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-17",,,"0.00","0.0","0.0","93","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-18",,,"0.00","0.0","0.0","96","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-19",,,"0.00","0.0","0.0","89","67"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-20",,,"0.00","0.0","0.0","94","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-21",,,"0.00","0.0","0.0","93","68"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-22",,,"0.00","0.0","0.0","99","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-23",,,"0.00","0.0","0.0","98","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-24",,,"0.00","0.0","0.0","91","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-25",,,"0.00","0.0","0.0","88","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-26",,,"0.00","0.0","0.0","92","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-27",,,"0.00","0.0","0.0","95","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-28",,,"0.00","0.0","0.0","86","68"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-29",,,"0.00","0.0","0.0","84","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-04-30",,,"0.00","0.0","0.0","91","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-01",,,"0.00",,,"96","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-02",,,"0.00",,,"100","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-03",,,"0.00",,,"103","68"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-04",,,"0.00",,,"104","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-05",,,"0.00",,,"106","73"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-06",,,"0.00",,,"88","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-07",,,"0.00",,,"72","56"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-08",,,"0.03",,,"78","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-09",,,"0.00",,,"72","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-10",,,"0.01",,,"80","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-11",,,"0.00",,,"91","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-12",,,"0.00",,,"98","68"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-13",,,"0.00",,,"93","69"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-14",,,"0.00",,,"90","67"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-15",,,"0.00",,,"79","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-16",,,"0.00",,,"81","55"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-17",,,"0.00",,,"85","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-18",,,"0.00",,,"88","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-19",,,"0.00",,,"89","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-20",,,"0.00",,,"99","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-21",,,"0.00",,,"103","69"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-22",,,"0.00",,,"107","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-23",,,"0.00",,,"110","74"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-24",,,"0.00",,,"108","75"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-25",,,"0.00",,,"102","71"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-26",,,"0.00",,,"92","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-27",,,"0.00",,,"97","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-28",,,"0.00",,,"102","69"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-29",,,"0.00",,,"105","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-30",,,"0.00",,,"101","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-05-31",,,"0.00",,,"99","69"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-01",,,"0.00","0.0","0.0","94","69"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-02",,,"0.00","0.0","0.0","99","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-03",,,"0.00","0.0","0.0","105","74"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-04",,,"0.00","0.0","0.0","106","74"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-05",,,"0.00","0.0","0.0","106","75"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-06",,,"0.00","0.0","0.0","103","74"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-07",,,"0.00","0.0","0.0","104","69"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-08",,,"0.00","0.0","0.0","106","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-09",,,"0.00","0.0","0.0","104","75"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-10",,,"0.00","0.0","0.0","100","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-11",,,"0.00","0.0","0.0","96","69"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-12",,,"0.00","0.0","0.0","91","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-13",,,"0.00","0.0","0.0","98","67"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-14",,,"0.00","0.0","0.0","105","69"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-15",,,"0.00","0.0","0.0","109","71"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-16",,,"0.00","0.0","0.0","111","74"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-17",,,"0.00","0.0","0.0","110","75"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-18",,,"0.00","0.0","0.0","112","75"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-19",,,"0.00","0.0","0.0","116","79"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-20",,,"0.00","0.0","0.0","121","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-21",,,"0.00","0.0","0.0","115","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-22",,,"0.00","0.0","0.0","108","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-23",,,"0.00","0.0","0.0","111","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-24",,,"0.00","0.0","0.0","117","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-25",,,"0.00","0.0","0.0","114","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-26",,,"0.00","0.0","0.0","114","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-27",,,"0.00","0.0","0.0","113","79"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-28",,,"0.00","0.0","0.0","110","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-29",,,"0.00","0.0","0.0","107","76"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-06-30",,,"0.00","0.0","0.0","108","76"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-01",,,"0.00","0.0","0.0","109","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-02",,,"0.00","0.0","0.0","106","79"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-03",,,"0.00","0.0","0.0","108","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-04",,,"0.00","0.0","0.0","111","80"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-05",,,"0.00","0.0","0.0","111","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-06",,,"0.00","0.0","0.0","114","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-07",,,"0.00","0.0","0.0","120","89"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-08",,,"0.00","0.0","0.0","110","91"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-09",,,"0.00","0.0","0.0","106","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-10",,,"0.00","0.0","0.0","110","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-11",,,"0.00","0.0","0.0","108","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-12",,,"0.00","0.0","0.0","110","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-13",,,"0.00","0.0","0.0","109","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-14",,,"0.00","0.0","0.0","110","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-15",,,"0.00","0.0","0.0","107","88"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-16",,,"0.00","0.0","0.0","106","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-17",,,"0.00","0.0","0.0","106","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-18",,,"0.00","0.0","0.0","106","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-19",,,"0.00","0.0","0.0","106","88"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-20",,,"0.00","0.0","0.0","107","88"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-21",,,"0.00","0.0","0.0","107","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-22",,,"0.00","0.0","0.0","109","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-23",,,"0.00","0.0","0.0","103","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-24",,,"0.04","0.0","0.0","99","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-25",,,"0.00","0.0","0.0","107","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-26",,,"0.00","0.0","0.0","110","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-27",,,"0.00","0.0","0.0","112","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-28",,,"0.00","0.0","0.0","105","88"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-29",,,"0.00","0.0","0.0","106","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-30",,,"0.00","0.0","0.0","106","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-07-31",,,"0.00","0.0","0.0","111","90"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-01",,,"0.00","0.0","0.0","106","80"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-02",,,"0.00","0.0","0.0","105","90"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-03",,,"0.00","0.0","0.0","106","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-04",,,"0.00","0.0","0.0","108","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-05",,,"0.00","0.0","0.0","106","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-06",,,"0.00","0.0","0.0","107","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-07",,,"0.00","0.0","0.0","110","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-08",,,"0.00","0.0","0.0","111","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-09",,,"0.00","0.0","0.0","111","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-10",,,"0.00","0.0","0.0","108","89"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-11",,,"0.00","0.0","0.0","110","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-12",,,"0.00","0.0","0.0","108","91"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-13",,,"0.00","0.0","0.0","108","88"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-14",,,"0.00","0.0","0.0","107","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-15",,,"0.00","0.0","0.0","103","79"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-16",,,"0.00","0.0","0.0","102","73"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-17",,,"0.00","0.0","0.0","105","76"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-18",,,"0.00","0.0","0.0","107","79"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-19",,,"0.00","0.0","0.0","106","79"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-20",,,"0.00","0.0","0.0","106","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-21",,,"0.00","0.0","0.0","105","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-22",,,"0.00","0.0","0.0","109","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-23",,,"0.00","0.0","0.0","108","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-24",,,"0.00","0.0","0.0","107","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-25",,,"0.00","0.0","0.0","110","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-26",,,"0.00","0.0","0.0","113","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-27",,,"0.00","0.0","0.0","112","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-28",,,"0.00","0.0","0.0","114","91"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-29",,,"0.00","0.0","0.0","114","89"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-30",,,"0.00","0.0","0.0","113","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-08-31",,,"0.00","0.0","0.0","111","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-01",,,"0.00","0.0","0.0","111","82"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-02",,,"0.00","0.0","0.0","102","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-03",,,"0.00","0.0","0.0","91","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-04",,,"0.00","0.0","0.0","101","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-05",,,"0.00","0.0","0.0","108","82"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-06",,,"0.00","0.0","0.0","107","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-07",,,"0.00","0.0","0.0","107","82"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-08",,,"0.22","0.0","0.0","101","78"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-09",,,"0.01","0.0","0.0","90","74"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-10",,,"0.00","0.0","0.0","102","75"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-11",,,"0.00","0.0","0.0","106","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-12",,,"0.00","0.0","0.0","109","82"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-13",,,"0.00","0.0","0.0","107","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-14",,,"0.00","0.0","0.0","96","76"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-15",,,"0.00","0.0","0.0","94","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-16",,,"0.00","0.0","0.0","98","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-17",,,"0.00","0.0","0.0","96","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-18",,,"0.00","0.0","0.0","100","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-19",,,"0.00","0.0","0.0","98","71"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-20",,,"0.00","0.0","0.0","99","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-21",,,"0.00","0.0","0.0","94","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-22",,,"0.00","0.0","0.0","85","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-23",,,"0.00","0.0","0.0","86","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-24",,,"0.00","0.0","0.0","86","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-25",,,"0.00","0.0","0.0","90","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-26",,,"0.00","0.0","0.0","91","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2017-09-27",,,"0.00","0.0","0.0","93","59"
