"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-01-23","0.00","0.0","0.0","31","33","25",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-01-24","0.00","0.0","0.0","30","31","29",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-01-25","0.00","0.1","0.0","32","38","29",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-01-26","0.02","0.5","1.2","32","37","30",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-01-27","0.00","0.0","0.0","31","32","28",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-01-28","0.00","0.0","0.0","30","33","29",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-01-29","0.00","0.0","0.0","30","38","27",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-01-30","0.00","0.0","0.0","34","39","29",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-01-31","0.30","4.6","5.1","29","34","14",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-01","0.00","0.0","3.9","19","21","11",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-02","0.01","0.0","3.1","18","21","18",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-03","0.06","0.0","3.1","19","24","16",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-04","0.03","0.0","2.0","24","41","20",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-05","0.00","0.0","0.0","39","52","31",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-06","0.00","0.0","0.0","42","54","31",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-07","0.15","3.0","3.1","31","34","22",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-08","0.04","0.0","2.0","26","30","24",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-09","0.05","0.0","0.0","27","49","25",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-10","0.00","0.0","0.0","42","49","34",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-11","0.00","0.0","0.0","38","45","29",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-12","0.00","0.0","0.0","34","43","26",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-13","0.00","0.0","0.0","29","36","23",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-14","0.00","0.0","0.0","29","41","25",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-15","0.37","0.0","0.0","28","56","25",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-16","0.25","0.0","0.0","49","57","37",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-17","0.01","0.0","0.0","45","56","34",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-18","0.22","0.0","0.0","38","40","33",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-19","0.03","0.0","0.0","39","51","33",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-20","0.19","0.0","0.0","46","63","40",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-21","0.47","0.0","0.0","40","42","34",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-22","0.00","0.0","0.0","38","42","31",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-23","0.00","0.0","0.0","34","42","27",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-24","0.00","0.0","0.0","33","43","27",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-25","0.00","0.0","0.0","32","43","23",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-26","0.18","1.8","1.2","36","38","32",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-27","0.14","1.9","3.1","34","41","29",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-02-28","0.07","0.4","0.0","36","45","31",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-01","0.00","0.0","0.0","40","51","32",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-02","0.00","0.0","0.0","41","52","33",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-03","0.00","0.0","0.0","44","58","32",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-04","0.30","0.2","0.0","43","50","32",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-05","0.04","0.1","0.0","37","47","32",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-06","0.02","0.0","0.0","37","44","31",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-07","0.02","0.0","0.0","38","50","33",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-08","0.23","0.0","0.0","44","46","41",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-09","0.08","0.0","0.0","45","57","41",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-10","0.00","0.0","0.0","53","61","41",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-11","0.07","0.0","0.0","45","52","36",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-12","0.00","0.0","0.0","46","57","39",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-13","0.11","0.0","0.0","50","61","42",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-14","0.05","0.0","0.0","54","72","47",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-15","0.14","0.0","0.0","54","63","46",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-16","0.00","0.0","0.0","47","52","36",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-17","0.10","0.0","0.0","42","52","35",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-18","0.02","0.0","0.0","54","66","41",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-19","0.00","0.0","0.0","44","52","33",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-20","0.00","0.0","0.0","39","48","33",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-21","0.16","0.0","0.0","42","51","36",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-22","0.18","0.0","0.0","42","52","36",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-23","0.00","0.0","0.0","44","57","32",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-24","0.53","0.0","0.0","48","53","41",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-25","0.00","0.0","0.0","44","53","37",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-26","0.21","0.0","0.0","44","53","36",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-27","0.01","0.0","0.0","47","57","38",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-28","0.00","0.0","0.0","47","55","38",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-29","0.07","0.0","0.0","49","58","44",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-30","0.01","0.0","0.0","47","56","40",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-03-31","0.00","0.0","0.0","45","58","33",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-01","0.00","0.0","0.0","49","63","38",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-02","0.00","0.0","0.0","49","56","40",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-03","0.00","0.0","0.0","44","53","30",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-04","0.00","0.0","0.0","44","64","30",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-05","0.00","0.0","0.0","52","64","44",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-06","0.00","0.0","0.0","53","67","47",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-07","0.00","0.0","0.0","60","66","36",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-08","0.05","0.0","0.0","45","53","36",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-09","0.00","0.0","0.0","43","55","29",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-10","0.13","0.0","0.0","49","58","33",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-11","0.00","0.0","0.0","43","59","30",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-12","0.18","0.0","0.0","52","60","44",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-13","0.36","0.0","0.0","48","55","41",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-14","0.00","0.0","0.0","46","54","37",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-15","0.00","0.0","0.0","45","57","33",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-16","0.00","0.0","0.0","46","66","33",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-17","0.01","0.0","0.0","53","62","44",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-18","0.37","0.0","0.0","51","60","41",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-19","0.05","0.0","0.0","51","66","36",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-20","0.12","0.0","0.0","49","59","44",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-21","0.00","0.0","0.0","50","63","38",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-22","0.00","0.0","0.0","56","68","46",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-23","0.01","0.0","0.0","53","59","46",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-24","0.31","0.0","0.0","49","55","44",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-25","0.17","0.0","0.0","49","60","44",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-26","0.17","0.0","0.0","50","55","44",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-27","0.01","0.0","0.0","47","56","39",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-28","0.00","0.0","0.0","47","60","39",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-29","0.00","0.0","0.0","49","61","35",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-04-30","0.00","0.0","0.0","55","61","44",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-01","0.00","0.0","0.0","48","55","36",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-02","0.00","0.0","0.0","52","66","45",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-03","0.00","0.0","0.0","60","79","49",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-04","0.00","0.0","0.0","68","87","53",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-05","0.00","0.0","0.0","65","65","48",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-06","0.04","0.0","0.0","49","57","41",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-07","0.00","0.0","0.0","49","62","32",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-08","0.00","0.0","0.0","52","68","36",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-09","0.00","0.0","0.0","57","75","41",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-10","0.00","0.0","0.0","61","80","44",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-11","0.05","0.0","0.0","61","67","46",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-12","0.03","0.0","0.0","48","55","42",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-13","0.24","0.0","0.0","45","53","38",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-14","0.03","0.0","0.0","47","59","37",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-15","0.00","0.0","0.0","49","64","37",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-16","0.53","0.0","0.0","50","55","42",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-17","0.00","0.0","0.0","47","62","39",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-18","0.00","0.0","0.0","56","69","46",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-19","0.00","0.0","0.0","59","74","45",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-20","0.01","0.0","0.0","63","73","50",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-21","0.00","0.0","0.0","62","78","48",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-22","0.00","0.0","0.0","67","83","50",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-23","0.00","0.0","0.0","69","87","52",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-24","0.00","0.0","0.0","63","66","47",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-25","0.00","0.0","0.0","55","65","43",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-26","0.00","0.0","0.0","58","76","42",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-27","0.00","0.0","0.0","65","85","46",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-28","0.00","0.0","0.0","70","87","51",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-29","0.00","0.0","0.0","72","90","51",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-30","0.01","0.0","0.0","73","87","53",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-05-31","0.00","0.0","0.0","60","67","50",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-01","0.03","0.0","0.0","62","71","56",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-02","0.00","0.0","0.0","65","79","52",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-03","0.00","0.0","0.0","67","82","51",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-04","0.08","0.0","0.0","60","64","49",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-05","0.00","0.0","0.0","58","76","40",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-06","0.00","0.0","0.0","65","85","50",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-07","0.00","0.0","0.0","71","85","59",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-08","0.78","0.0","0.0","67","69","51",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-09","0.05","0.0","0.0","56","67","48",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-10","0.01","0.0","0.0","53","63","42",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-11","0.00","0.0","0.0","53","71","39",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-12","0.00","0.0","0.0","61","73","52",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-13","0.00","0.0","0.0","58","68","50",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-14","0.00","0.0","0.0","58","71","47",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-15","0.00","0.0","0.0","62","72","54",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-16","0.10","0.0","0.0","62","66","56",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-17","0.00","0.0","0.0","62","77","51",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-18","0.00","0.0","0.0","69","85","58",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-19","0.00","0.0","0.0","75","93","58",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-20","0.00","0.0","0.0","78","88","61",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-21","0.00","0.0","0.0","70","82","54",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-22","0.00","0.0","0.0","64","79","43",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-23","0.00","0.0","0.0","67","86","47",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-24","0.00","0.0","0.0","71","91","51",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-25","0.00","0.0","0.0","76","100","52",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-26","1.10","0.0","0.0","82","98","63",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-27","0.00","0.0","0.0","69","83","59",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-28","0.00","0.0","0.0","69","83","53",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-29","0.00","0.0","0.0","68","83","52",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-06-30","0.00","0.0","0.0","71","91","54",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-01","0.00","0.0","0.0","74","90","57",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-02","0.00","0.0","0.0","74","92","54",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-03","0.00","0.0","0.0","77","88","59",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-04","0.00","0.0","0.0","73","93","54",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-05","0.00","0.0","0.0","79","100","57",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-06","0.00","0.0","0.0","83","101","62",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-07","0.00","0.0","0.0","83","99","61",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-08","0.00","0.0","0.0","78","97","57",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-09","0.00","0.0","0.0","79","95","58",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-10","0.00","0.0","0.0","78","88","65",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-11","0.00","0.0","0.0","72","87","54",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-12","0.00","0.0","0.0","73","92","53",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-13","0.00","0.0","0.0","77","91","59",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-14","0.00","0.0","0.0","75","97","56",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-15","0.00","0.0","0.0","80","95","63",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-16","0.00","0.0","0.0","74","82","53",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-17","0.00","0.0","0.0","67","87","49",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-18","0.00","0.0","0.0","72","93","52",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-19","0.00","0.0","0.0","78","90","61",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-20","0.00","0.0","0.0","75","83","60",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-21","0.00","0.0","0.0","69","86","50",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-22","0.00","0.0","0.0","74","94","55",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-23","0.00","0.0","0.0","80","98","62",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-24","0.00","0.0","0.0","79","93","58",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-25","0.00","0.0","0.0","76","96","55",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-26","0.00","0.0","0.0","79","97","58",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-27","0.00","0.0","0.0","81","94","64",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-28","0.00","0.0","0.0","77","93","57",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-29","0.00","0.0","0.0","78","95","59",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-30","0.00","0.0","0.0","78","95","59",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-07-31","0.00","0.0","0.0","79","97","58",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-01","0.00","0.0","0.0","80","100","58",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-02","0.00","0.0","0.0","81","100","60",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-03","0.00","0.0","0.0","82","99","64",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-04","0.00","0.0","0.0","84","99","69",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-05","0.00","0.0","0.0","83","94","63",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-06","0.00","0.0","0.0","78","95","60",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-07","0.00","0.0","0.0","80","97","66",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-08","0.00","0.0","0.0","82","101","63",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-09","0.00","0.0","0.0","83","102","63",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-10","0.00","0.0","0.0","83","103","64",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-11","0.00","0.0","0.0","84","100","65",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-12","0.00","0.0","0.0","83","94","71",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-13","0.07","0.0","0.0","74","81","59",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-14","0.00","0.0","0.0","66","78","49",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-15","0.00","0.0","0.0","65","84","47",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-16","0.00","0.0","0.0","71","89","55",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-17","0.00","0.0","0.0","76","87","57",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-18","0.00","0.0","0.0","73","92","55",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-19","0.00","0.0","0.0","73","82","59",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-20","0.00","0.0","0.0","68","84","50",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-21","0.00","0.0","0.0","70","89","52",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-22","0.00","0.0","0.0","73","91","55",
"USW00024155","PENDLETON E OR REGIONAL AIRPORT, OR US","2017-08-23","0.00","0.0","0.0","75","88","62",
